Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
smoon-digital,Smoon Digital,"Smoon Digital développe Cylapp, une plateforme de création et de publication d'histoires interactives pour tablettes.",,,,2.35122,48.843559,2 rue Saint-Médard,75005,Paris,2012,http://www.cylapp.com,,cylapp,https://www.facebook.com/Cylapp,https://plus.google.com/105778449330013442844,http://www.linkedin.com/company/3003146,,Entreprise
snapcar,SnapCar,Snapcar est une application mobile connectée à un réseau de voitures avec chauffeur.,,,,2.240701,48.773502,La Boursidière,92350,Le Plessis Robinson,2012,http://www.snapcar.com,,snapcar,https://www.facebook.com/SnapCar,,http://www.linkedin.com/company/2690529,,Entreprise
snjv,SNJV,Le Syndicat National du Jeu Vidéo défend les intérêts des professionnels du jeu vidéo et intervient dans tous les domaines permettant de préserver ou développer la compétitivité des entreprises de production de jeu vidéo implantées en France.,,,,2.3704,48.85334,2 rue de la Roquette,75011,Paris,2008,http://www.snjv.org,,Julv_SNJV,https://www.facebook.com/dgsyndicatnationaldujeuvideo,,,,Communauté
social-media-analyzer,Social Media Analyzer,Social Media Analyzer est un panel de données issues des réseaux sociaux adapté à votre métier.,,,,2.36791,48.852779,47 boulevard Henri IV,75004,Paris,2012,http://www.socialmediaanalyzer.fr,,NEOAP_SMA,https://www.facebook.com/SocialMediaAnalyzer,,,,Entreprise
socloz,SoCloz,SoCloz est une plateforme de shopping en ligne qui permet de chercher un produit et de localiser autour de vous les magasins physiques qui en disposent.,,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2010,http://www.socloz.fr,,SoCloz,https://www.facebook.com/socloz,,,,Entreprise
socryptic-innovation,SoCryptic Innovation,La cybersécurité mobile au quotidien sans équivalent.Réseau média mobile et social géolocalisé en temps réel avec promotion instantanée. Messagerie autonome à cryptage aléatoire unique totalement sécurisée. Paiement mobile totalement sécurisée etc,,,,2.3100911240004507,48.85873531600049,41 bis boulevard de la Tour Maubourg,75007,Paris,2013,http://www.socryptic-innovation.com,info@socryptic.com,SoCrypticinnov,https://www.facebook.com/pages/Socryptic-innovation/139442282925473,https://plus.google.com/113016004084933987529,,,Entreprise
sofinnova-partners,Sofinnova Partners,"Sofinnova Partners est une société de capital-risque indépendante spécialisée dans le financement de jeunes sociétés, de spin-offs ou d'opérations de retournement dans les technologies, les sciences de la vie et les cleantechs.",,,,2.33656,48.86955,16 rue du Quatre Septembre,75002,Paris,1972,http://www.sofinnova.fr,,,,,http://www.linkedin.com/company/45298,,Investisseur
soleilles-cowork,Soleilles cowork,"Soleilles Cowork est un espace de travail collaboratif non sectoriel destiné aux professionnels nomades, un lieu modulable qui permet d'organiser réunions, conférences, et travail en équipe.",,,,2.33963,48.868111,13 rue Vivienne,75002,Paris,,http://www.soleillescowork.com,,SoleillesCowork,https://www.facebook.com/SoleillesCowork,,,,Tiers-lieu
sparkom,Sparkom,Sparkom édite la plateforme SparkAngels et propose une solution complète dédiée aux entreprises qui souhaitent mettre en place un service d'interaction clients ou une plateforme interne de montée en compétences.,,,,2.26091,48.720409,7 rue de la Croix Martre,91120,Palaiseau,,http://solutions-entreprise.spark-angels.com,,SparkAngels,http://www.facebook.com/pages/SparkAngels/71350100337,,,,Entreprise
spiders,Spiders,Spiders est un studio de développement de jeux vidéo.,,,,2.361,48.82262,12 rue Caillaux,75013,Paris,2008,http://www.spiders-games.com,,spidersgames,https://www.facebook.com/pages/Spiders/124681480887197,https://plus.google.com/115605087148129389902,http://www.linkedin.com/company/spiders,,Entreprise
spintank,Spintank,"Spintank est une agence de conseil en communication corporate et publique, à l’heure du web.",,,,2.38901,48.850472,50 rue de Montreuil,75011,Paris,2006,http://www.spintank.fr,,spintank,https://www.facebook.com/spintank,,http://www.linkedin.com/company/841679,,Prestataire
spotify,Spotify,Spotify est une plateforme de musique en ligne.,,,,2.31382,48.881889,15 avenue de Villiers,75017,Paris,2006,http://www.spotify.com,,Spotify_France,https://www.facebook.com/Spotify.France,https://plus.google.com/+Spotify,http://www.linkedin.com/company/207470,,Entreprise
sproteens,Sproteens,Sporteens est une application web et mobile permettant aux parents de mieux choisir un club de sport pour leurs enfants.,,,,2.2886,48.871342,28 rue Paul Valéry,75116,Paris,2012,http://www.sporteens.com,,sporteens,https://www.facebook.com/sporteensapp,https://plus.google.com/103191901694666542523,,,Entreprise
squid-solutions,Squid Solutions,Squid Solutions fournit des outils d'analyse et de visualisation bigdata.,,,,2.24047,48.841061,83 rue de Paris,92100,Boulogne-Billancourt,2004,http://www.squidsolutions.com,,SquidSolutions,https://www.facebook.com/pages/Squid-Solutions/113466948729594,,http://www.linkedin.com/company/1076876,,Entreprise
star-apic,Star-Apic,Star-Apic est un éditeur de logiciels dans le domaine de la gestion cartographique du territoire et de ses infrastructures.,,,,2.31877,48.788158,191 avenue Aristide Briand,94230,Cachan,1983,http://www.star-apic.com,,starapic,http://www.facebook.com/StarApic,,http://www.linkedin.com/company/star-apic,,Entreprise
start-in-paris,Start In Paris,Start In Paris est un évènement mensuel permettant à 5 startups de présenter leur service en 5mn à la communauté tech parisienne.,,,,2.3429,48.870899,161 rue Montmartre,75009,Paris,2010,http://www.startinparis.com,,StartInParis,https://www.facebook.com/StartinParis,,,,Communauté
startup42,Startup42,"Soutenu par Epita, Startup42 est un incubateur qui accueille des startups technologiques pour les aider à accélérer leur développement en phase d'amorçage et de décollage.",,,,2.362014,48.81586,14 rue Voltaire,94270,Le Kremlin-Bicêtre,2013,http://www.startup42.org,,Startup42_,https://www.facebook.com/pages/Startup42/462065180516147,https://plus.google.com/104793761354322200791,http://fr.linkedin.com/company/startup42,,Incubateur
steaw,Steaw,Steaw est un studio de webdesign.,,,,2.33608,48.867458,46 rue Sainte-Anne,75002,Paris,2008,http://www.steaw-webdesign.com,,,,,,,Prestataire
stootie,Stootie,Stootie est une plateforme communautaire et mobile d’échange de services géolocalisés.,,,,2.393599,48.871109,24 rue de l'Est,75020,Paris,2011,http://www.stootie.com,,stootie,,,http://www.linkedin.com/company/2776551,,Entreprise
storific,Storific,Storific est un assistant de commande et de paiement mobile orienté food & drinks.,,,,2.39948,48.834992,73 rue de Wattignies,75012,Paris,2010,http://www.storific.com,,storific,https://www.facebook.com/storific,,http://www.linkedin.com/company/858913,,Entreprise
storylab,Storylab,StoryLab est à la fois un éditeur de livres 100% numérique et une agence de création littéraire numérique.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2010,http://www.storylab.fr,,storylabedition,,,http://www.linkedin.com/company/2351474,,Entreprise
strass-productions,Strass Productions,Strass Productions est un producteur audiovisuel et multimédia et propose en particulier son expertise en matière de conception de supports de sensibilisation au développement durable.,,,,2.3083,48.840939,32 rue des Volontaires,75015,Paris,1986,http://www.strass.fr,,,,,http://www.linkedin.com/company/600068,,Entreprise
strate-college,Strate College,Strate College est une école de design industriel qui forme notamment à la conception de systèmes et produits interactifs.,,,,2.22122,48.823189,27 avenue de la Division Leclerc,92310,Sèvres,1993,http://www.stratecollege.fr,,stratecollege,https://www.facebook.com/stratecollege,,,,École
streetpress,StreetPress,StreetPress est un site d'information pure player pour les 20-35 ans avec des news fraîches du jour et des reportages au long cours dedans.,,,,2.37878,48.88734,39 quai de la Loire,75019,Paris,2009,http://www.streetpress.com,,streetpress,https://www.facebook.com/StreetPress,,,,Entreprise
stribe,Stribe,Stribe est un service social B2B qui permet instantanément à un site web de créer son propre réseau social directement sur son site.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2008,http://www.stribe.com,,stribe,,,http://www.linkedin.com/company/659841,,Entreprise
studio-lumini,Studio Lumini,Lumini est un studio de production digitale pluridisciplinaire.,,,,2.3758,48.866539,6 passage de la fonderie,75011,Paris,2004,http://www.lumini.fr,,lumini,http://www.facebook.com/StudioLumini,,http://www.linkedin.com/company/lumini-,,Prestataire
studios-singuliers,Studios singuliers,Studios Singuliers est un espace de coworking qui met à disposition des entrepreneurs et indépendants un espace de travail collaboratif et un réseau d’échanges professionnels.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2012,http://www.studios-singuliers.fr,,stdsinguliers,https://www.facebook.com/studios.singuliers,,,,Tiers-lieu
stupeflix,Stupeflix,"Stupeflix est une application web et mobile qui permet de remixer photos, vidéos et musiques pour générer automatiquement des montages vidéos.",,,,2.33506,48.876202,40 rue de Chateaudun,75009,Paris,2009,http://www.stupeflix.com,,stupeflix,https://www.facebook.com/Stupeflix,,http://www.linkedin.com/company/454602,,Entreprise
subversive-games,Subversive Games,"Subversive Games est spécialisée dans la conception et la création d'applications ludiques et immersives pour les entreprises, les organisations et les marques.",,,,2.36228,48.849041,32 quai Henri IV,75004,Paris,2009,http://www.subversivegames.com,,subversivegames,https://www.facebook.com/pages/Subversive-Games/115087271866307,,http://www.linkedin.com/company/217616,,Entreprise
sup-internet,SUP'Internet,"SUP’Internet propose une formation aux métiers du web et propose un enseignement en trois spécialisations : Business et Marketing internet , Développement et Technologies du web et Création et Design du web.",,,,2.36309,48.815399,24 rue Pasteur,94270,Le Kremlin Bicêtre,2011,http://www.supinternet.fr,,sup_internet,https://www.facebook.com/supinternet,https://plus.google.com/106405842046308133911,,,École
supdeweb,SupDeWeb,"SupDeWeb est l'école des métiers du web et a pour ambition de former ses étudiants aux nouveaux métiers du web qu’ils soient techniques, créatifs, communicants ou commerciaux.",,,,2.28107,48.857128,10 rue Lyautey,75016,Paris,2012,http://www.supdeweb.com,,SupdeWeb,https://www.facebook.com/supdeweb,https://plus.google.com/110291179346366779600,http://www.linkedin.com/company/-supdeweb,,École
super-marmite,Super Marmite,Super Marmite est un réseau social géolocalisé qui révèle les petits plats faits maison qui mijotent à deux pas de chez vous.,,,,2.333,48.867039,31 rue de la Sourdière,75001,Paris,2011,http://www.super-marmite.com,,super_marmite,https://www.facebook.com/SuperMarmite,,http://www.linkedin.com/company/1699401,,Entreprise
supinfo,SupInfo,"L'Ecole Supérieure d'Informatique forme des ingénieurs à l'informatique, au numérique et au management.",,,,2.36278,48.881321,23 rue du Château Landon,75010,Paris,1965,http://www.supinfo.com,,SUPINFO,https://www.facebook.com/supinfo,https://plus.google.com/+supinfo,http://www.linkedin.com/company/24648,,École
supélec,Supélec,"L'école supérieure d'électricité est une école d'ingénieurs au cœur des sciences de l'information, de l'énergie et des systèmes.",,,,2.166825,48.709782,3 rue Joliot Curie,91190,Gif sur Yvette,1966,http://www.supelec.fr,,Supelec,https://www.facebook.com/supelec,https://plus.google.com/105439094785597393317,http://www.linkedin.com/company/29272,,École
sush.io,Sush.io,Sush.io est une application qui permet de créer des tableaux de bord de visualisation de données.,,,,2.39198,48.865749,14 rue Soleillet,75020,Paris,2012,http://www.sush.io,,,,,,,Entreprise
swets,Swets,Swets est un leader mondial dans la gestion des informations professionnelles qui développe et fournit des services innovants de gestion des contenus pour les bibliothèques et les éditeurs.,,,,2.04375,48.7841,41 avenue du Centre,78180,Montigny le Bretonneux,,http://www.swets.com,,SwetsGlobal,,,http://www.linkedin.com/company/swets-information-services,,Entreprise
sycomore,Sycomore,"Sycomore met la culture à la portée des visiteurs des musées, des expositions, des sites touristiques et patrimoniaux sous des formes ludiques et attractives, en utilisant des technologies avancées de communication et de diffusion multimédia.",,,,2.27922,49.004021,2 rue Louis Armand,95600,Eaubonne,1986,http://www.sycomore.eu,,,,,,,Entreprise
syllabs,Syllabs,Syllabs est spécialisée dans la sémantique pour le web et fournit des solutions pour donner du sens aux données.,,,,2.3757,48.857391,53 rue sedaine,75011,Paris,2006,http://www.syllabs.com,,syllabs,,https://plus.google.com/100647078164232769097/,http://www.linkedin.com/company/syllabs,,Entreprise
synomia,Synomia,Synomia propose des solutions de recherche et de navigation performantes et innovantes qui s'appuient sur une technologie exclusive d'analyse sémantique.,,,,2.244756,48.824134,3 rue Nationale,92100,Boulogne-Billancourt,2000,http://www.synomia.com,,Synomia_France,http://www.facebook.com/pages/SYNOMIA/140609536023907,,http://www.linkedin.com/company/1691074,,Entreprise
syntec-numérique,Syntec Numérique,Syntec Numérique est l'un des syndicats professionnels rattaché au Syntec qui représente les métiers et les industries du numérique en France.,,,,2.26986,48.851219,3 rue Léon Bonnat,75016,Paris,1970,http://www.syntec-numerique.fr,,syntecnumerique,https://www.facebook.com/pages/Syntec-informatique/208505175827301,,http://www.linkedin.com/company/2970743,,Communauté
synthésio,Synthésio,Synthesio propose des outils aux marques pour leur permettre d'écouter les conversations et d'en analyser les tendances afin qu'elles puissent dialoguer avec leurs consommateurs via les réseaux sociaux.,,,,2.33599,48.866409,10 rue Villédo,75001,Paris,2006,http://www.synthesio.com,,Synthesio,https://www.facebook.com/SynthesioMonitoringFrance,,http://www.linkedin.com/company/synthesio,,Entreprise
systematic,Systematic,"Le Pôle Systematic a pour finalité de faire de l’Ile-de-France l’un des quelques territoires visibles au niveau mondial sur le thème de la conception, de la réalisation et de la maîtrise des systèmes complexes.",,,,2.146325,48.713076,Parc Technologique Les Algorithmes\nBâtiment Euripide,91190,Saint Aubin,2005,http://www.systematic-paris-region.org,,Pole_Systematic,,https://plus.google.com/101427002816612370124,http://www.linkedin.com/company/597598,,Acteur public
